"","miRNA","mRNA"
"43335","miR-548au-5p","PTBP1"
"43336","miR-548ay-5p","PTBP1"
"43337","miR-548bb-5p","PTBP1"
"43338","miR-4452","ZNF121"
"43339","miR-130a-3p","BTBD3"
"43340","miR-152-3p","BTBD3"
"43341","miR-301a-3p","BTBD3"
"43342","miR-454-3p","BTBD3"
"43343","miR-301b-3p","BTBD3"
"43344","miR-4295","BTBD3"
"43345","miR-3666","BTBD3"
"43346","miR-3668","BTBD3"
"43347","miR-5000-5p","BTBD3"
"43348","miR-5680","BTBD3"
"43349","miR-6502-3p","BTBD3"
"43350","miR-130a-3p","SEC23B"
"43351","miR-301a-3p","SEC23B"
"43352","miR-374a-5p","SEC23B"
"43353","miR-590-3p","SEC23B"
"43354","miR-454-3p","SEC23B"
"43355","miR-374b-5p","SEC23B"
"43356","miR-301b-3p","SEC23B"
"43357","miR-4295","SEC23B"
"43358","miR-3666","SEC23B"
"43359","miR-4671-3p","SEC23B"
"43360","miR-4775","SEC23B"
"43361","miR-8080","SEC23B"
"43362","let-7a-2-3p","SNRPB"
"43363","let-7g-3p","SNRPB"
"43364","miR-19a-3p","GINS1"
"43365","miR-19b-3p","GINS1"
"43366","miR-15a-5p","ZCCHC3"
"43367","miR-16-5p","ZCCHC3"
"43368","miR-15b-5p","ZCCHC3"
"43369","miR-149-3p","ZCCHC3"
"43370","miR-195-5p","ZCCHC3"
"43371","miR-424-5p","ZCCHC3"
"43372","miR-497-5p","ZCCHC3"
"43373","miR-545-3p","ZCCHC3"
"43374","miR-376a-2-5p","ZCCHC3"
"43375","miR-548e-5p","ZCCHC3"
"43376","miR-1252-3p","ZCCHC3"
"43377","miR-1321","ZCCHC3"
"43378","miR-4271","ZCCHC3"
"43379","miR-4419a","ZCCHC3"
"43380","miR-4510","ZCCHC3"
"43381","miR-4725-3p","ZCCHC3"
"43382","miR-4728-5p","ZCCHC3"
"43383","miR-4739","ZCCHC3"
"43384","miR-4756-5p","ZCCHC3"
"43385","miR-6127","ZCCHC3"
"43386","miR-6129","ZCCHC3"
"43387","miR-6130","ZCCHC3"
"43388","miR-6133","ZCCHC3"
"43389","miR-6783-5p","ZCCHC3"
"43390","miR-6785-5p","ZCCHC3"
"43391","miR-6834-5p","ZCCHC3"
"43392","miR-6780b-5p","ZCCHC3"
"43393","miR-6838-5p","ZCCHC3"
"43394","miR-6883-5p","ZCCHC3"
"43395","let-7a-5p","ZCCHC3"
"43396","let-7b-5p","ZCCHC3"
"43397","let-7c-5p","ZCCHC3"
"43398","let-7d-5p","ZCCHC3"
"43399","let-7e-5p","ZCCHC3"
"43400","let-7f-5p","ZCCHC3"
"43401","miR-98-5p","ZCCHC3"
"43402","miR-196a-5p","ZCCHC3"
"43403","let-7g-5p","ZCCHC3"
"43404","let-7i-5p","ZCCHC3"
"43405","miR-196b-5p","ZCCHC3"
"43406","miR-573","ZCCHC3"
"43407","miR-595","ZCCHC3"
"43408","miR-3611","ZCCHC3"
"43409","miR-3616-5p","ZCCHC3"
"43410","miR-3915","ZCCHC3"
"43411","miR-4458","ZCCHC3"
"43412","miR-4500","ZCCHC3"
"43413","miR-4795-5p","ZCCHC3"
"43414","miR-548q","PLAGL2"
"43415","miR-4283","E2F1"
"43416","miR-6846-5p","E2F1"
"43417","miR-6848-5p","E2F1"
"43418","miR-4685-5p","E2F1"
"43419","miR-6837-5p","E2F1"
"43420","miR-7113-5p","E2F1"
"43421","miR-381-5p","RALGAPB"
"43422","miR-503-5p","RALGAPB"
"43423","miR-562","RALGAPB"
"43424","miR-548n","RALGAPB"
"43425","miR-4524a-5p","RALGAPB"
"43426","miR-4524b-5p","RALGAPB"
"43427","miR-548c-3p","NCOA3"
"43428","miR-188-3p","PRNP"
"43429","miR-506-5p","PRNP"
"43430","miR-4477a","PRNP"
"43431","miR-892c-5p","PRNP"
"43432","miR-7113-3p","SPATA2"
"43433","miR-17-5p","PARD6B"
"43434","miR-20a-5p","PARD6B"
"43435","miR-93-5p","PARD6B"
"43436","miR-106b-5p","PARD6B"
"43437","miR-20b-5p","PARD6B"
"43438","miR-519d-3p","PARD6B"
"43439","miR-4289","PARD6B"
"43440","miR-18b-5p","PARD6B"
"43441","miR-2053","PARD6B"
"43442","miR-4325","PARD6B"
"43443","miR-4735-3p","PARD6B"
"43444","miR-5692a","PARD6B"
"43445","miR-3163","PARD6B"
"43446","miR-374a-5p","PARD6B"
"43447","miR-190a-3p","TFAP2C"
"43448","miR-548t-3p","TFAP2C"
"43449","miR-548aa","TFAP2C"
"43450","miR-548ap-3p","TFAP2C"
"43451","miR-5011-5p","TFAP2C"
"43452","miR-548as-3p","TFAP2C"
"43453","miR-548at-3p","TFAP2C"
"43454","miR-548ay-3p","TFAP2C"
"43455","miR-17-5p","RAB22A"
"43456","miR-20a-5p","RAB22A"
"43457","miR-93-5p","RAB22A"
"43458","miR-106a-5p","RAB22A"
"43459","miR-143-3p","RAB22A"
"43460","miR-106b-5p","RAB22A"
"43461","miR-302a-3p","RAB22A"
"43462","miR-302b-3p","RAB22A"
"43463","miR-302c-3p","RAB22A"
"43464","miR-302d-3p","RAB22A"
"43465","miR-372-3p","RAB22A"
"43466","miR-373-3p","RAB22A"
"43467","miR-20b-5p","RAB22A"
"43468","miR-520e","RAB22A"
"43469","miR-520f-3p","RAB22A"
"43470","miR-520a-3p","RAB22A"
"43471","miR-526b-3p","RAB22A"
"43472","miR-520b","RAB22A"
"43473","miR-520c-3p","RAB22A"
"43474","miR-519d-3p","RAB22A"
"43475","miR-520d-3p","RAB22A"
"43476","miR-1303","RAB22A"
"43477","miR-302e","RAB22A"
"43478","miR-548t-5p","RAB22A"
"43479","miR-4756-3p","RAB22A"
"43480","miR-4770","RAB22A"
"43481","miR-1273f","RAB22A"
"43482","miR-6088","RAB22A"
"43483","miR-548az-5p","RAB22A"
"43484","miR-942-5p","RAB22A"
"43485","miR-4684-5p","RAB22A"
"43486","miR-7112-5p","RAB22A"
"43487","miR-4282","PPP1R3D"
"43488","miR-7974","PPP1R3D"
"43489","miR-30a-5p","PCMTD2"
"43490","miR-30c-5p","PCMTD2"
"43491","miR-30d-5p","PCMTD2"
"43492","miR-30b-5p","PCMTD2"
"43493","miR-30e-5p","PCMTD2"
"43494","miR-17-5p","RRM2"
"43495","miR-20a-5p","RRM2"
"43496","miR-93-5p","RRM2"
"43497","miR-106a-5p","RRM2"
"43498","miR-106b-5p","RRM2"
"43499","miR-20b-5p","RRM2"
"43500","miR-526b-3p","RRM2"
"43501","miR-519d-3p","RRM2"
"43502","miR-4755-3p","RRM2"
"43503","miR-5006-5p","RRM2"
"43504","miR-6083","RRM2"
"43505","miR-4672","RRM2"
"43506","miR-543","PDIA6"
"43507","miR-204-5p","SOWAHC"
"43508","miR-211-5p","SOWAHC"
"43509","miR-623","SOWAHC"
"43510","miR-3938","SOWAHC"
"43511","miR-4684-5p","SOWAHC"
"43512","miR-4755-5p","SOWAHC"
"43513","miR-5006-3p","SOWAHC"
"43514","miR-6731-3p","SOWAHC"
"43515","miR-6832-3p","SOWAHC"
"43516","miR-15a-5p","SOWAHC"
"43517","miR-107","SOWAHC"
"43518","miR-15b-5p","SOWAHC"
"43519","miR-195-5p","SOWAHC"
"43520","miR-424-5p","SOWAHC"
"43521","miR-497-5p","SOWAHC"
"43522","miR-4310","SOWAHC"
"43523","miR-4530","SOWAHC"
"43524","miR-6838-5p","SOWAHC"
"43525","miR-6858-3p","SOWAHC"
"43526","miR-7157-5p","SOWAHC"
"43527","miR-363-3p","BCL2L11"
"43528","miR-367-3p","BCL2L11"
"43529","miR-92b-3p","BCL2L11"
"43530","miR-3161","BCL2L11"
"43531","miR-4517","BCL2L11"
"43532","miR-4698","BCL2L11"
"43533","miR-8063","BCL2L11"
"43534","miR-148a-3p","BCL2L11"
"43535","miR-105-5p","BCL2L11"
"43536","miR-187-5p","BCL2L11"
"43537","miR-570-3p","BCL2L11"
"43538","miR-548v","BCL2L11"
"43539","miR-5589-5p","BCL2L11"
"43540","miR-6508-5p","BCL2L11"
"43541","miR-7853-5p","BCL2L11"
"43542","miR-8067","BCL2L11"
"43543","miR-125b-2-3p","BCL2L11"
"43544","miR-301b-3p","BCL2L11"
"43545","miR-16-1-3p","BCL2L11"
"43546","miR-10a-5p","BCL2L11"
"43547","miR-339-5p","BCL2L11"
"43548","miR-4275","BCL2L11"
"43549","miR-3688-5p","BCL2L11"
"43550","miR-4796-3p","BCL2L11"
"43551","miR-5011-5p","BTG3"
"43552","miR-1277-5p","BTG3"
"43553","let-7a-2-3p","APP"
"43554","let-7g-3p","APP"
"43555","miR-5094","MAP3K2"
"43556","miR-185-5p","BACH1"
"43557","miR-190a-3p","BACH1"
"43558","miR-4306","BACH1"
"43559","miR-3924","BACH1"
"43560","miR-4644","BACH1"
"43561","miR-5011-5p","BACH1"
"43562","miR-8076","BACH1"
"43563","miR-302a-3p","BACH1"
"43564","miR-302b-3p","BACH1"
"43565","miR-302c-3p","BACH1"
"43566","miR-302d-3p","BACH1"
"43567","miR-372-3p","BACH1"
"43568","miR-373-3p","BACH1"
"43569","miR-520e","BACH1"
"43570","miR-520f-3p","BACH1"
"43571","miR-520a-3p","BACH1"
"43572","miR-520b","BACH1"
"43573","miR-520c-3p","BACH1"
"43574","miR-520d-3p","BACH1"
"43575","miR-539-5p","BACH1"
"43576","miR-302e","BACH1"
"43577","miR-4451","BACH1"
"43578","miR-6832-5p","BACH1"
"43579","let-7a-5p","BACH1"
"43580","let-7b-5p","BACH1"
"43581","let-7c-5p","BACH1"
"43582","let-7d-5p","BACH1"
"43583","let-7e-5p","BACH1"
"43584","let-7f-5p","BACH1"
"43585","miR-98-5p","BACH1"
"43586","let-7g-5p","BACH1"
"43587","let-7i-5p","BACH1"
"43588","miR-142-3p","BACH1"
"43589","miR-196b-5p","BACH1"
"43590","miR-643","BACH1"
"43591","miR-4280","BACH1"
"43592","miR-3668","BACH1"
"43593","miR-3935","BACH1"
"43594","miR-4458","BACH1"
"43595","miR-4500","BACH1"
"43596","miR-6504-3p","BACH1"
"43597","miR-18a-5p","IFNAR2"
"43598","miR-218-5p","IFNAR2"
"43599","miR-18b-5p","IFNAR2"
"43600","miR-519c-3p","IFNAR2"
"43601","miR-519b-3p","IFNAR2"
"43602","miR-519a-3p","IFNAR2"
"43603","miR-651-3p","IFNAR2"
"43604","miR-4735-3p","IFNAR2"
"43605","miR-3591-5p","IFNAR2"
"43606","miR-5589-3p","IFNAR2"
"43607","miR-6730-5p","IFNAR2"
"43608","miR-519c-3p","SLC5A3"
"43609","miR-519b-3p","SLC5A3"
"43610","miR-519a-3p","SLC5A3"
"43611","miR-17-5p","SLC5A3"
"43612","miR-20a-5p","SLC5A3"
"43613","miR-106a-5p","SLC5A3"
"43614","miR-106b-5p","SLC5A3"
"43615","miR-20b-5p","SLC5A3"
"43616","miR-526b-3p","SLC5A3"
"43617","miR-519d-3p","SLC5A3"
"43618","miR-559","SLC5A3"
"43619","miR-548b-5p","SLC5A3"
"43620","miR-548a-5p","SLC5A3"
"43621","miR-548c-5p","SLC5A3"
"43622","miR-548d-5p","SLC5A3"
"43623","miR-548j-5p","SLC5A3"
"43624","miR-548n","SLC5A3"
"43625","miR-548h-5p","SLC5A3"
"43626","miR-548i","SLC5A3"
"43627","miR-548w","SLC5A3"
"43628","miR-3908","SLC5A3"
"43629","miR-548y","SLC5A3"
"43630","miR-548o-5p","SLC5A3"
"43631","miR-548ab","SLC5A3"
"43632","miR-548ad-5p","SLC5A3"
"43633","miR-548ae-5p","SLC5A3"
"43634","miR-548ak","SLC5A3"
"43635","miR-548am-5p","SLC5A3"
"43636","miR-4766-3p","SLC5A3"
"43637","miR-548ap-5p","SLC5A3"
"43638","miR-548aq-5p","SLC5A3"
"43639","miR-548ar-5p","SLC5A3"
"43640","miR-548as-5p","SLC5A3"
"43641","miR-548au-5p","SLC5A3"
"43642","miR-548ay-5p","SLC5A3"
"43643","miR-548bb-5p","SLC5A3"
"43644","miR-26a-5p","SLC5A3"
"43645","miR-570-5p","SLC5A3"
"43646","miR-1297","SLC5A3"
"43647","miR-548m","SLC5A3"
"43648","miR-3148","SLC5A3"
"43649","miR-548ag","SLC5A3"
"43650","miR-548ai","SLC5A3"
"43651","miR-4465","SLC5A3"
"43652","miR-5697","SLC5A3"
"43653","miR-548ba","SLC5A3"
"43654","miR-15a-5p","CCNT2"
"43655","miR-15b-5p","CCNT2"
"43656","miR-195-5p","CCNT2"
"43657","miR-19a-3p","CCNT2"
"43658","miR-19b-3p","CCNT2"
"43659","miR-3927-3p","CCNT2"
"43660","miR-6831-5p","CCNT2"
"43661","miR-95-5p","CCNT2"
"43662","miR-29b-3p","CCNT2"
"43663","miR-3163","CCNT2"
"43664","miR-4272","CCNT2"
"43665","miR-4699-5p","CCNT2"
"43666","miR-5682","CCNT2"
"43667","miR-6884-3p","CCNT2"
"43668","miR-25-3p","UBXN4"
"43669","miR-32-5p","UBXN4"
"43670","miR-92a-3p","UBXN4"
"43671","miR-363-3p","UBXN4"
"43672","miR-367-3p","UBXN4"
"43673","miR-92b-3p","UBXN4"
"43674","miR-580-5p","UBXN4"
"43675","miR-30a-3p","MORC3"
"43676","miR-30d-3p","MORC3"
"43677","miR-218-2-3p","MORC3"
"43678","miR-30e-3p","MORC3"
"43679","miR-545-5p","MORC3"
"43680","miR-584-5p","MORC3"
"43681","miR-622","MORC3"
"43682","miR-758-5p","MORC3"
"43683","miR-224-3p","DYRK1A"
"43684","miR-522-3p","DYRK1A"
"43685","miR-620","DYRK1A"
"43686","miR-2113","DYRK1A"
"43687","miR-298","DYRK1A"
"43688","miR-1270","DYRK1A"
"43689","miR-5680","DYRK1A"
"43690","miR-6880-5p","DYRK1A"
"43691","miR-17-5p","SPOPL"
"43692","miR-20a-5p","SPOPL"
"43693","miR-106b-5p","SPOPL"
"43694","miR-20b-5p","SPOPL"
"43695","miR-519d-3p","SPOPL"
"43696","miR-455-5p","ETS2"
"43697","miR-548t-3p","ETS2"
"43698","miR-3646","ETS2"
"43699","miR-3662","ETS2"
"43700","miR-548aa","ETS2"
"43701","miR-548ap-3p","ETS2"
"43702","miR-548as-3p","ETS2"
"43703","miR-548at-3p","ETS2"
"43704","miR-548ay-3p","ETS2"
"43705","miR-4501","BRWD1"
"43706","miR-19a-3p","SLC37A1"
"43707","miR-19b-3p","SLC37A1"
"43708","miR-194-5p","EPC2"
"43709","miR-802","EPC2"
"43710","miR-5692c","EPC2"
"43711","miR-5692a","EPC2"
"43712","miR-5692b","EPC2"
"43713","miR-4524a-5p","RIF1"
"43714","miR-4524b-5p","RIF1"
"43715","miR-5580-3p","RIF1"
"43716","miR-6507-5p","RIF1"
"43717","miR-203a-3p","FMNL2"
"43718","miR-3609","FMNL2"
"43719","miR-548ah-5p","FMNL2"
"43720","miR-4536-5p","FMNL2"
"43721","miR-17-5p","TANC1"
"43722","miR-20a-5p","TANC1"
"43723","miR-93-5p","TANC1"
"43724","miR-106b-5p","TANC1"
"43725","miR-20b-5p","TANC1"
"43726","miR-519d-3p","TANC1"
"43727","miR-15a-5p","UBR3"
"43728","miR-16-5p","UBR3"
"43729","miR-26a-5p","UBR3"
"43730","miR-26b-5p","UBR3"
"43731","miR-103a-3p","UBR3"
"43732","miR-107","UBR3"
"43733","miR-15b-5p","UBR3"
"43734","miR-195-5p","UBR3"
"43735","miR-424-5p","UBR3"
"43736","miR-497-5p","UBR3"
"43737","miR-374b-3p","UBR3"
"43738","miR-297","UBR3"
"43739","miR-1297","UBR3"
"43740","miR-3924","UBR3"
"43741","miR-4465","UBR3"
"43742","miR-4524a-5p","UBR3"
"43743","miR-4524b-5p","UBR3"
"43744","miR-4666b","UBR3"
"43745","miR-6838-5p","UBR3"
"43746","miR-7849-3p","UBR3"
"43747","miR-92b-3p","ITGA6"
"43748","miR-29b-1-5p","CDCA7"
"43749","miR-299-5p","CDCA7"
"43750","miR-340-5p","CDCA7"
"43751","miR-550a-5p","CDCA7"
"43752","miR-661","CDCA7"
"43753","miR-550a-3-5p","CDCA7"
"43754","miR-1271-3p","CDCA7"
"43755","miR-1254","CDCA7"
"43756","miR-3116","CDCA7"
"43757","miR-550b-2-5p","CDCA7"
"43758","miR-4738-3p","CDCA7"
"43759","miR-329-5p","HOXD13"
"43760","miR-488-5p","HOXD13"
"43761","miR-298","HOXD13"
"43762","miR-922","HOXD13"
"43763","miR-4271","HOXD13"
"43764","miR-4725-3p","HOXD13"
"43765","miR-6077","HOXD13"
"43766","miR-6783-5p","HOXD13"
"43767","miR-6780b-5p","HOXD13"
"43768","miR-520a-3p","HOXD8"
"43769","miR-1304-5p","HOXD8"
"43770","miR-4476","HOXD8"
"43771","miR-6876-5p","HOXD8"
"43772","miR-25-3p","SSFA2"
"43773","miR-92a-3p","SSFA2"
"43774","miR-146a-3p","SSFA2"
"43775","miR-363-3p","SSFA2"
"43776","miR-367-3p","SSFA2"
"43777","miR-92b-3p","SSFA2"
"43778","miR-935","SSFA2"
"43779","miR-3646","SSFA2"
"43780","miR-3662","SSFA2"
"43781","miR-6796-3p","SSFA2"
"43782","miR-19a-3p","MFSD6"
"43783","miR-19b-3p","MFSD6"
"43784","miR-617","MFSD6"
"43785","miR-6882-5p","MFSD6"
"43786","miR-20a-5p","NABP1"
"43787","miR-93-5p","NABP1"
"43788","miR-95-5p","NABP1"
"43789","miR-106a-5p","NABP1"
"43790","miR-124-5p","NABP1"
"43791","miR-130a-3p","NABP1"
"43792","miR-106b-5p","NABP1"
"43793","miR-301a-3p","NABP1"
"43794","miR-130b-3p","NABP1"
"43795","miR-20b-5p","NABP1"
"43796","miR-519c-3p","NABP1"
"43797","miR-526b-3p","NABP1"
"43798","miR-519b-3p","NABP1"
"43799","miR-519d-3p","NABP1"
"43800","miR-519a-3p","NABP1"
"43801","miR-595","NABP1"
"43802","miR-454-3p","NABP1"
"43803","miR-301b-3p","NABP1"
"43804","miR-1297","NABP1"
"43805","miR-548t-5p","NABP1"
"43806","miR-4295","NABP1"
"43807","miR-4255","NABP1"
"43808","miR-3666","NABP1"
"43809","miR-4465","NABP1"
"43810","miR-5697","NABP1"
"43811","miR-548az-5p","NABP1"
"43812","let-7f-2-3p","HSPE1-MOB4"
"43813","miR-101-3p","HSPE1-MOB4"
"43814","miR-383-5p","HSPE1-MOB4"
"43815","miR-569","HSPE1-MOB4"
"43816","miR-1185-2-3p","HSPE1-MOB4"
"43817","miR-1185-1-3p","HSPE1-MOB4"
"43818","miR-2053","HSPE1-MOB4"
"43819","miR-4772-5p","HSPE1-MOB4"
"43820","miR-5011-5p","HSPE1-MOB4"
"43821","let-7f-2-3p","MOB4"
"43822","miR-383-5p","MOB4"
"43823","miR-569","MOB4"
"43824","miR-1185-2-3p","MOB4"
"43825","miR-1185-1-3p","MOB4"
"43826","miR-2053","MOB4"
"43827","miR-4772-5p","MOB4"
"43828","miR-5011-5p","MOB4"
"43829","miR-5096","SATB2"
"43830","miR-181a-5p","C2orf69"
"43831","miR-181c-5p","C2orf69"
"43832","miR-181d-5p","C2orf69"
"43833","miR-138-1-3p","FAM126B"
"43834","miR-4303","FAM126B"
"43835","miR-410-3p","LAPTM4A"
"43836","miR-106b-5p","BMPR2"
"43837","miR-20b-5p","BMPR2"
"43838","miR-519d-3p","BMPR2"
"43839","miR-6834-5p","CREB1"
"43840","miR-433-3p","CREB1"
"43841","miR-509-5p","PIKFYVE"
"43842","miR-509-3-5p","PIKFYVE"
"43843","miR-4418","PIKFYVE"
"43844","miR-4666a-5p","LANCL1"
"43845","miR-5002-3p","CRKL"
"43846","miR-6867-5p","CRKL"
"43847","miR-31-3p","CRKL"
"43848","miR-922","CRKL"
"43849","miR-3134","CRKL"
"43850","miR-3944-5p","CRKL"
"43851","miR-4534","CRKL"
"43852","miR-1245b-3p","CRKL"
"43853","miR-8082","CRKL"
"43854","miR-30a-5p","HIC2"
"43855","miR-30c-5p","HIC2"
"43856","miR-30d-5p","HIC2"
"43857","miR-30e-5p","HIC2"
"43858","miR-577","HIC2"
"43859","miR-1277-5p","HIC2"
"43860","miR-4495","HIC2"
"43861","miR-4643","MAPK1"
"43862","miR-5190","MAPK1"
"43863","miR-190a-3p","PITPNB"
"43864","miR-5011-5p","PITPNB"
"43865","miR-18a-5p","AGFG1"
"43866","miR-18b-5p","AGFG1"
"43867","miR-576-3p","AGFG1"
"43868","miR-1468-3p","AGFG1"
"43869","miR-548f-5p","AGFG1"
"43870","miR-548g-5p","AGFG1"
"43871","miR-3121-3p","AGFG1"
"43872","miR-548x-5p","AGFG1"
"43873","miR-548aj-5p","AGFG1"
"43874","miR-4735-3p","AGFG1"
"43875","miR-548aw","AGFG1"
"43876","miR-7845-5p","AGFG1"
"43877","miR-15a-5p","ZNRF3"
"43878","miR-15b-5p","ZNRF3"
"43879","miR-195-5p","ZNRF3"
"43880","miR-424-5p","ZNRF3"
"43881","miR-497-5p","ZNRF3"
"43882","miR-4524a-5p","ZNRF3"
"43883","miR-4524b-5p","ZNRF3"
"43884","miR-6838-5p","ZNRF3"
"43885","miR-25-3p","NF2"
"43886","miR-32-5p","NF2"
"43887","miR-92a-3p","NF2"
"43888","miR-363-3p","NF2"
"43889","miR-367-3p","NF2"
"43890","miR-92b-3p","NF2"
"43891","miR-5011-5p","PRR14L"
"43892","miR-153-5p","YWHAH"
"43893","miR-579-3p","YWHAH"
"43894","miR-1250-3p","YWHAH"
"43895","miR-664b-3p","YWHAH"
"43896","miR-5696","YWHAH"
"43897","miR-598-3p","YWHAH"
"43898","miR-33b-5p","YWHAH"
"43899","miR-2113","YWHAH"
"43900","miR-4464","YWHAH"
"43901","miR-4748","YWHAH"
"43902","miR-5087","YWHAH"
"43903","miR-15a-5p","YWHAH"
"43904","miR-107","YWHAH"
"43905","miR-15b-5p","YWHAH"
"43906","miR-195-5p","YWHAH"
"43907","miR-330-3p","YWHAH"
"43908","miR-424-5p","YWHAH"
"43909","miR-497-5p","YWHAH"
"43910","miR-660-5p","YWHAH"
"43911","miR-4310","YWHAH"
"43912","miR-4729","YWHAH"
"43913","miR-5591-3p","YWHAH"
"43914","miR-6838-5p","YWHAH"
"43915","miR-7157-5p","YWHAH"
"43916","miR-3613-3p","PTMA"
"43917","miR-4445-5p","PTMA"
"43918","miR-548at-5p","PTMA"
"43919","miR-6128","PTMA"
"43920","miR-17-5p","ATG16L1"
"43921","miR-19a-3p","ATG16L1"
"43922","miR-19b-3p","ATG16L1"
"43923","miR-20a-5p","ATG16L1"
"43924","miR-20b-5p","ATG16L1"
"43925","miR-519d-3p","ATG16L1"
"43926","let-7c-3p","HMGXB4"
"43927","miR-3923","RBFOX2"
"43928","miR-410-5p","H1F0"
"43929","miR-494-5p","H1F0"
"43930","miR-509-3p","H1F0"
"43931","miR-744-3p","H1F0"
"43932","miR-323b-5p","H1F0"
"43933","miR-4760-5p","H1F0"
"43934","miR-8061","H1F0"
"43935","miR-138-5p","CBY1"
"43936","miR-636","CBY1"
"43937","miR-548q","CBY1"
"43938","miR-3190-3p","CBY1"
"43939","miR-4327","CBY1"
"43940","miR-3907","CBY1"
"43941","miR-6833-5p","CBY1"
"43942","miR-19a-3p","CBY1"
"43943","miR-19b-3p","CBY1"
"43944","miR-130a-3p","CBY1"
"43945","miR-301a-3p","CBY1"
"43946","miR-130b-3p","CBY1"
"43947","miR-562","CBY1"
"43948","miR-454-3p","CBY1"
"43949","miR-301b-3p","CBY1"
"43950","miR-548n","CBY1"
"43951","miR-4295","CBY1"
"43952","miR-3666","CBY1"
"43953","miR-4671-3p","CBY1"
"43954","miR-26a-5p","TNRC6B"
"43955","miR-26b-5p","TNRC6B"
"43956","miR-1297","TNRC6B"
"43957","miR-4465","TNRC6B"
"43958","miR-5697","TNRC6B"
"43959","miR-29b-1-5p","TNRC6B"
"43960","miR-362-3p","TNRC6B"
"43961","miR-329-3p","TNRC6B"
"43962","miR-603","TNRC6B"
"43963","miR-543","TNRC6B"
"43964","miR-3658","TNRC6B"
"43965","miR-3941","TNRC6B"
"43966","miR-6757-3p","TNRC6B"
"43967","miR-8485","TNRC6B"
"43968","miR-19a-3p","TNRC6B"
"43969","miR-1249-5p","TNRC6B"
"43970","miR-6797-5p","TNRC6B"
"43971","miR-4269","TNRC6B"
"43972","miR-3150b-3p","TNRC6B"
"43973","miR-4784","TNRC6B"
"43974","miR-6715b-5p","TNRC6B"
"43975","miR-17-5p","UBXN2A"
"43976","miR-20a-5p","UBXN2A"
"43977","miR-106a-5p","UBXN2A"
"43978","miR-106b-5p","UBXN2A"
"43979","miR-20b-5p","UBXN2A"
"43980","miR-519c-3p","UBXN2A"
"43981","miR-526b-3p","UBXN2A"
"43982","miR-519b-3p","UBXN2A"
"43983","miR-519d-3p","UBXN2A"
"43984","miR-519a-3p","UBXN2A"
"43985","miR-3180-5p","UBXN2A"
"43986","miR-4427","UBXN2A"
"43987","miR-4531","UBXN2A"
"43988","miR-142-5p","UBXN2A"
"43989","miR-153-5p","UBXN2A"
"43990","miR-340-5p","UBXN2A"
"43991","miR-1910-3p","UBXN2A"
"43992","miR-4280","UBXN2A"
"43993","miR-3609","UBXN2A"
"43994","miR-548ah-5p","UBXN2A"
"43995","miR-4796-3p","UBXN2A"
"43996","miR-5590-3p","UBXN2A"
"43997","miR-5680","UBXN2A"
"43998","miR-6511a-5p","UBXN2A"
"43999","miR-6806-5p","UBXN2A"
"44000","miR-6869-5p","UBXN2A"
"44001","miR-8066","UBXN2A"
"44002","miR-7-5p","44806"
"44003","miR-181a-5p","44806"
"44004","miR-181b-5p","44806"
"44005","miR-181c-5p","44806"
"44006","miR-140-5p","44806"
"44007","miR-181d-5p","44806"
"44008","miR-641","44806"
"44009","miR-3162-5p","44806"
"44010","miR-4262","44806"
"44011","miR-3617-5p","44806"
"44012","miR-4460","44806"
"44013","miR-203b-5p","44806"
"44014","miR-4727-3p","44806"
"44015","miR-6718-5p","44806"
"44016","miR-6760-5p","44806"
"44017","miR-6878-5p","44806"
"44018","miR-223-3p","44806"
"44019","miR-504-3p","44806"
"44020","miR-4433a-3p","44806"
"44021","miR-4459","44806"
"44022","miR-4768-3p","44806"
"44023","miR-4433b-3p","44806"
"44024","miR-15a-5p","44806"
"44025","miR-16-5p","44806"
"44026","miR-195-5p","44806"
"44027","miR-3163","44806"
"44028","miR-93-5p","44806"
"44029","miR-143-5p","44806"
"44030","miR-106b-5p","44806"
"44031","miR-20b-5p","44806"
"44032","miR-519c-3p","44806"
"44033","miR-526b-3p","44806"
"44034","miR-519b-3p","44806"
"44035","miR-519d-3p","44806"
"44036","miR-519a-3p","44806"
"44037","miR-4464","44806"
"44038","miR-4748","44806"
"44039","miR-107","NUP50"
"44040","miR-203a-3p","NUP50"
"44041","miR-3163","NUP50"
"44042","miR-3662","NUP50"
"44043","miR-5011-5p","NUP50"
"44044","miR-6508-5p","NUP50"
"44045","miR-8066","NUP50"
"44046","miR-8067","NUP50"
"44047","miR-665","GRAMD4"
"44048","miR-944","GRAMD4"
"44049","miR-548f-5p","GRAMD4"
"44050","miR-548g-5p","GRAMD4"
"44051","miR-548x-5p","GRAMD4"
"44052","miR-548aj-5p","GRAMD4"
"44053","miR-4768-3p","GRAMD4"
"44054","miR-548aw","GRAMD4"
"44055","miR-3614-3p","CERK"
"44056","miR-568","PIM3"
"44057","miR-4517","PIM3"
"44058","miR-7641","PIM3"
"44059","miR-140-5p","RAB10"
"44060","miR-299-5p","RAB10"
"44061","miR-759","RAB10"
"44062","miR-4520-3p","RAB10"
"44063","miR-451b","RAB10"
"44064","miR-4797-5p","RAB10"
"44065","miR-5197-3p","RAB10"
"44066","miR-17-5p","MAPRE3"
"44067","miR-20a-5p","MAPRE3"
"44068","miR-106a-5p","MAPRE3"
