"","miRNA","mRNA"
"336787","miR-93-5p","PDLIM5"
"336788","miR-93-5p","MGLL"
"336789","miR-93-5p","UBXN2A"
"336790","miR-93-5p","LDLR"
"336791","miR-93-5p","AGFG2"
"336792","miR-93-5p","RRM2"
"336793","miR-93-5p","CEP170"
"336794","miR-93-5p","PSMB2"
"336795","miR-93-5p","MAEA"
"336796","miR-93-5p","NKX3-2"
"336797","miR-93-5p","LSM1"
"336798","miR-93-5p","GCA"
"336799","miR-93-5p","TXNDC9"
"336800","miR-93-5p","GANC"
"336801","miR-93-5p","PPP6R3"
"336802","miR-93-5p","YIPF2"
"336803","miR-93-5p","TMEM128"
"336804","miR-93-5p","SRPK2"
"336805","miR-93-5p","NOD1"
"336806","miR-93-5p","IGF2BP1"
"336807","miR-93-5p","SS18"
"336808","miR-93-5p","CPOX"
"336809","miR-93-5p","PTPN21"
"336810","miR-93-5p","SASH1"
"336811","miR-93-5p","SOCS6"
"336812","miR-93-5p","XPO7"
"336813","miR-93-5p","C15orf41"
"336814","miR-93-5p","FBXO31"
"336815","miR-93-5p","FN1"
"336816","miR-93-5p","PHTF2"
"336817","miR-93-5p","GREB1L"
"336818","miR-93-5p","AZIN1"
"336819","miR-93-5p","DUSP2"
"336820","miR-93-5p","ZKSCAN4"
"336821","miR-93-5p","WFS1"
"336822","miR-93-5p","CCDC93"
"336823","miR-93-5p","HBP1"
"336824","miR-93-5p","MICB"
"336825","miR-93-5p","AMPD3"
"336826","miR-93-5p","MED17"
"336827","miR-93-5p","CDC25A"
"336828","miR-93-5p","CAPRIN1"
"336829","miR-93-5p","NUDT4P1"
"336830","miR-93-5p","SOD2"
"336831","miR-93-5p","TMED7-TICAM2"
"336832","miR-93-5p","GOLM1"
"336833","miR-93-5p","LIN28B"
"336834","miR-93-5p","GBF1"
"336835","miR-93-5p","STXBP5"
"336836","miR-93-5p","REPS2"
"336837","miR-93-5p","RCCD1"
"336838","miR-93-5p","GMDS"
"336839","miR-93-5p","COX8C"
"336840","miR-93-5p","UBLCP1"
"336841","miR-93-5p","MYLIP"
"336842","miR-93-5p","FLJ11171"
"336843","miR-93-5p","BTBD1"
"336845","miR-93-5p","GMFB"
"336846","miR-93-5p","GPATCH2"
"336847","miR-93-5p","KPNA4"
"336848","miR-93-5p","FAM21C"
"336849","miR-93-5p","MBD2"
"336850","miR-93-5p","FAM189A1"
"336851","miR-93-5p","ZNF230"
"336852","miR-93-5p","SUMO2"
"336853","miR-93-5p","ARHGEF18"
"336854","miR-93-5p","AP4S1"
"336855","miR-93-5p","WIRE"
"336856","miR-93-5p","C1orf135"
"336857","miR-93-5p","GPD2"
"336858","miR-93-5p","PAPOLA"
"336859","miR-93-5p","NR2C2AP"
"336860","miR-93-5p","CEP97"
"336861","miR-93-5p","TMEM23"
"336862","miR-93-5p","NAGK"
"336863","miR-93-5p","SYNRG"
"336864","miR-93-5p","BCL10"
"336865","miR-93-5p","ZNF267"
"336866","miR-93-5p","ITCH"
"336867","miR-93-5p","SOX9"
"336868","miR-93-5p","HOXA3"
"336869","miR-93-5p","LYPD6"
"336870","miR-93-5p","NCKAP5"
"336871","miR-93-5p","TNFRSF21"
"336872","miR-93-5p","FAM50B"
"336873","miR-93-5p","ZBTB7A"
"336874","miR-93-5p","TNFAIP1"
"336875","miR-93-5p","KIAA1598"
"336876","miR-93-5p","RPS6KC1"
"336877","miR-93-5p","TANK"
"336878","miR-93-5p","LOC162427"
"336879","miR-93-5p","RUNX3"
"336880","miR-93-5p","AHCTF1"
"336881","miR-93-5p","DRAM2"
"336882","miR-93-5p","BICD2"
"336883","miR-93-5p","MSH3"
"336884","miR-93-5p","SIRPA"
"336885","miR-93-5p","FTS"
"336886","miR-93-5p","MAN2A2"
"336887","miR-93-5p","ADAMTS1"
"336888","miR-93-5p","USP42"
"336889","miR-93-5p","PHLPP1"
"336890","miR-93-5p","SGEF"
"336891","miR-93-5p","C9orf41"
"336892","miR-93-5p","LRIG1"
"336893","miR-93-5p","IKBIP"
"336894","miR-93-5p","AMPD2"
"336895","miR-93-5p","DCBLD2"
"336896","miR-93-5p","SREK1"
"336897","miR-93-5p","STK17B"
"336898","miR-93-5p","SCRN3"
"336899","miR-93-5p","CXXC6"
"336900","miR-93-5p","STRN"
"336901","miR-93-5p","IKZF4"
"336902","miR-93-5p","MYO1D"
"336903","miR-93-5p","DDAH1"
"336904","miR-93-5p","ACTL6A"
"336905","miR-93-5p","C2orf28"
"336906","miR-93-5p","KDM6A"
"336907","miR-93-5p","VKORC1L1"
"336908","miR-93-5p","PPP1R3B"
"336909","miR-93-5p","SHANK2"
"336910","miR-93-5p","UBE2E3"
"336911","miR-93-5p","NFIB"
"336912","miR-93-5p","XRRA1"
"336913","miR-93-5p","UBE2V2"
"336914","miR-93-5p","ANKRD50"
"336915","miR-93-5p","UBE2H"
"336916","miR-93-5p","SVIL"
"336917","miR-93-5p","MYLK"
"336918","miR-93-5p","ARL6IP6"
"336919","miR-93-5p","RORA"
"336920","miR-93-5p","BAGE"
"336921","miR-93-5p","HNRPLL"
"336922","miR-93-5p","CCNL1"
"336923","miR-93-5p","MARCH8"
"336924","miR-93-5p","SFPQ"
"336925","miR-93-5p","PDCD1LG2"
"336926","miR-93-5p","GALNT3"
"336927","miR-93-5p","FBXO10"
"336928","miR-93-5p","AKTIP"
"336929","miR-93-5p","HIPK1"
"336930","miR-93-5p","SIN3B"
"336931","miR-93-5p","NAP1L1"
"336932","miR-93-5p","MARCH7"
"336933","miR-93-5p","ARPC5L"
"336934","miR-93-5p","FSTL4"
"336935","miR-93-5p","ZHX1"
"336936","miR-93-5p","PCGF1"
"336937","miR-93-5p","KLF3"
"336938","miR-93-5p","HUWE1"
"336939","miR-93-5p","GNAI1"
"336940","miR-93-5p","SEMA6D"
"336941","miR-93-5p","FURIN"
"336942","miR-93-5p","SGMS1"
"336943","miR-93-5p","RPS6KA2"
"336944","miR-93-5p","PIGO"
"336945","miR-93-5p","CALCOCO2"
"336946","miR-93-5p","PPP1R2"
"336947","miR-93-5p","ANKIB1"
"336948","miR-93-5p","PCDHA2"
"336949","miR-93-5p","ATF2"
"336950","miR-93-5p","PFKP"
"336951","miR-93-5p","ANAPC5"
"336952","miR-93-5p","TPRG1L"
"336953","miR-93-5p","LAMA3"
"336954","miR-93-5p","DDX3X"
"336955","miR-93-5p","PVT1"
"336956","miR-93-5p","KIAA0494"
"336957","miR-93-5p","C19orf40"
"336958","miR-93-5p","UBE2Q2"
"336959","miR-93-5p","NAPB"
"336960","miR-93-5p","C1orf55"
"336961","miR-93-5p","CPNE3"
"336962","miR-93-5p","PDK3"
"336963","miR-93-5p","LYPLA1"
"336964","miR-93-5p","C5orf41"
"336965","miR-93-5p","LIN7B"
"336966","miR-93-5p","BTAF1"
"336967","miR-93-5p","ARPC5"
"336968","miR-93-5p","PDCD10"
"336969","miR-93-5p","ZMYM6"
"336970","miR-93-5p","HIAT1"
"336971","miR-93-5p","ST8SIA4"
"336972","miR-93-5p","PLS1"
"336973","miR-93-5p","GABARAP"
"336974","miR-93-5p","COIL"
"336975","miR-93-5p","C2orf17"
"336976","miR-93-5p","PMAIP1"
"336977","miR-93-5p","C19orf2"
"336978","miR-93-5p","HYAL3"
"336979","miR-93-5p","CSNK1G1"
"336980","miR-93-5p","PTENP1"
"336981","miR-93-5p","ZNF652"
"336982","miR-93-5p","TMEM25"
"336983","miR-93-5p","RASD1"
"336984","miR-93-5p","AEN"
"336985","miR-93-5p","MAP3K12"
"336986","miR-93-5p","ZNF187"
"336987","miR-93-5p","GPR176"
"336988","miR-93-5p","MAPK1"
"336989","miR-93-5p","TBC1D10C"
"336990","miR-93-5p","CAV1"
"336991","miR-93-5p","SRPK1"
"336992","miR-93-5p","XRN1"
"336993","miR-93-5p","PSMB5"
"336994","miR-93-5p","PLEKHB2"
"336995","miR-93-5p","UGCG"
"336996","miR-93-5p","BCL2L11"
"336997","miR-93-5p","LTV1"
"336998","miR-93-5p","TMEM50A"
"336999","miR-93-5p","ACSL4"
"337000","miR-93-5p","C9orf40"
"337001","miR-93-5p","WWC2"
"337002","miR-93-5p","FAM46C"
"337003","miR-93-5p","SLC35B4"
"337004","miR-93-5p","PPP2CA"
"337005","miR-93-5p","SPTLC2"
"337006","miR-93-5p","C3orf38"
"337007","miR-93-5p","TOB2"
"337008","miR-93-5p","ABT1"
"337009","miR-93-5p","EHD3"
"337010","miR-93-5p","PLEKHM1"
"337011","miR-93-5p","OSBPL2"
"337012","miR-93-5p","LAMP3"
"337013","miR-93-5p","TPPP"
"337014","miR-93-5p","TUSC3"
"337015","miR-93-5p","RNF4"
"337016","miR-93-5p","C7orf43"
"337017","miR-93-5p","ZCCHC14"
"337018","miR-93-5p","SNX27"
"337019","miR-93-5p","SPCS2"
"337020","miR-93-5p","NR4A2"
"337021","miR-93-5p","SLC6A9"
"337022","miR-93-5p","TRIP11"
"337023","miR-93-5p","NAPEPLD"
"337024","miR-93-5p","THSD1P1"
"337025","miR-93-5p","ACOT7"
"337026","miR-93-5p","TOMM6"
"337027","miR-93-5p","JUB"
"337028","miR-93-5p","ARMC8"
"337029","miR-93-5p","MAP3K3"
"337030","miR-93-5p","SLC35F3"
"337031","miR-93-5p","C10orf140"
"337032","miR-93-5p","SAPS1"
"337033","miR-93-5p","FGL2"
"337034","miR-93-5p","C14orf103"
"337035","miR-93-5p","SEPT2"
"337036","miR-93-5p","SORT1"
"337037","miR-93-5p","C1orf63"
"337038","miR-93-5p","MICAL2"
"337039","miR-93-5p","MRPL19"
"337040","miR-93-5p","HES1"
"337041","miR-93-5p","VASP"
"337042","miR-93-5p","FZD6"
"337043","miR-93-5p","RBL1"
"337044","miR-93-5p","STC1"
"337045","miR-93-5p","EIF4E2"
"337046","miR-93-5p","CPNE1"
"337047","miR-93-5p","TRAF4"
"337048","miR-93-5p","TMEM138"
"337049","miR-93-5p","CCNB1"
"337050","miR-93-5p","RAP1A"
"337051","miR-93-5p","ANO6"
"337052","miR-93-5p","FAM160B2"
"337053","miR-93-5p","PBLD"
"337054","miR-93-5p","GLCCI1"
"337055","miR-93-5p","GUCY1A3"
"337056","miR-93-5p","XPO4"
"337057","miR-93-5p","C2orf26"
"337058","miR-93-5p","C5orf45"
"337059","miR-93-5p","WDR20"
"337060","miR-93-5p","CCNE2"
"337061","miR-93-5p","WASF2"
"337062","miR-93-5p","IRF1"
"337063","miR-93-5p","PTP4A2"
"337064","miR-93-5p","DIDO1"
"337065","miR-93-5p","MLXIP"
"337066","miR-93-5p","SIK3"
"337067","miR-93-5p","FMNL3"
"337068","miR-93-5p","MIER1"
"337069","miR-93-5p","OXA1L"
"337070","miR-93-5p","HNRNPK"
"337071","miR-93-5p","MYBL1"
"337072","miR-93-5p","NUCKS1"
"337073","miR-93-5p","GRPEL2"
"337075","miR-93-5p","FUNDC2"
"337076","miR-93-5p","TGFBR2"
"337077","miR-93-5p","ZNF71"
"337078","miR-93-5p","RBM13"
"337079","miR-93-5p","SYNM"
"337080","miR-93-5p","IPO5"
"337081","miR-93-5p","NARG1L"
"337082","miR-93-5p","L3MBTL2"
"337083","miR-93-5p","ROCK2"
"337084","miR-93-5p","FCHO1"
"337085","miR-93-5p","PAXIP1"
"337086","miR-93-5p","SLC2A11"
"337087","miR-93-5p","TGDS"
"337088","miR-93-5p","FBXO17"
"337089","miR-93-5p","E2F5"
"337090","miR-93-5p","M6PR"
"337091","miR-93-5p","AKAP9"
"337092","miR-93-5p","CHRNA5"
"337093","miR-93-5p","ZFYVE16"
"337094","miR-93-5p","SLC39A3"
"337095","miR-93-5p","OSBPL5"
"337096","miR-93-5p","VPRBP"
"337097","miR-93-5p","NPHP3"
"337098","miR-93-5p","VHL"
"337099","miR-93-5p","RHOF"
"337100","miR-93-5p","VCPIP1"
"337101","miR-93-5p","PDGFRB"
"337102","miR-93-5p","ZNF417"
"337103","miR-93-5p","IDH1"
"337104","miR-93-5p","GALK2"
"337105","miR-93-5p","ACADM"
"337106","miR-93-5p","HSD17B11"
"337107","miR-93-5p","KPNA1"
"337108","miR-93-5p","ACSL1"
"337109","miR-93-5p","UBE2QL1"
"337110","miR-93-5p","HS3ST5"
"337111","miR-93-5p","SLC16A6"
"337112","miR-93-5p","USP25"
"337113","miR-93-5p","CCDC88A"
"337114","miR-93-5p","PIP4K2C"
"337115","miR-93-5p","PDE7A"
"337116","miR-93-5p","PXDN"
"337117","miR-93-5p","AP2B1"
"337118","miR-93-5p","N4BP2L2"
"337119","miR-93-5p","CUL1"
"337120","miR-93-5p","PRO0149"
"337121","miR-93-5p","LOC374443"
"337122","miR-93-5p","LTBP2"
"337123","miR-93-5p","AHRR"
"337124","miR-93-5p","RPIA"
"337125","miR-93-5p","GATAD2B"
"337126","miR-93-5p","ST6GALNAC6"
"337127","miR-93-5p","TMEM168"
"337128","miR-93-5p","SLC30A10"
"337129","miR-93-5p","SNX13"
"337130","miR-93-5p","CCDC137"
"337131","miR-93-5p","GKAP1"
"337132","miR-93-5p","PARP1"
"337133","miR-93-5p","AP1S3"
"337134","miR-93-5p","C1orf15-NBL1"
"337135","miR-93-5p","ANGEL2"
"337136","miR-93-5p","UBA3"
"337137","miR-93-5p","NAP1L5"
"337138","miR-93-5p","PURB"
"337139","miR-93-5p","ZNF512"
"337140","miR-93-5p","ARF1"
"337141","miR-93-5p","MINA"
"337142","miR-93-5p","C7orf60"
"337143","miR-93-5p","ZDHHC8"
"337144","miR-93-5p","ABHD2"
"337145","miR-93-5p","UBR3"
"337146","miR-93-5p","COL19A1"
"337147","miR-93-5p","MAP3K14"
"337148","miR-93-5p","IPO7"
"337149","miR-93-5p","SPRY2"
"337150","miR-93-5p","TXLNA"
"337151","miR-93-5p","RARB"
"337152","miR-93-5p","INTS6"
"337153","miR-93-5p","RAPGEFL1"
"337154","miR-93-5p","GOLGA1"
"337155","miR-93-5p","YPEL2"
"337156","miR-93-5p","KIAA1715"
"337157","miR-93-5p","SR140"
"337158","miR-93-5p","ARHGAP5"
"337159","miR-93-5p","NEK9"
"337160","miR-93-5p","SLC35F5"
"337161","miR-93-5p","UBFD1"
"337162","miR-93-5p","FGD4"
"337163","miR-93-5p","CD97"
"337164","miR-93-5p","WDR89"
"337165","miR-93-5p","TESC"
"337166","miR-93-5p","LANCL1"
"337167","miR-93-5p","GM632"
"337168","miR-93-5p","HOOK1"
"337169","miR-93-5p","RAB11FIP5"
"337170","miR-93-5p","RANBP17"
"337171","miR-93-5p","CD164"
"337172","miR-93-5p","SCARA5"
"337173","miR-93-5p","GLA"
"337174","miR-93-5p","ADAM9"
"337176","miR-93-5p","ZC3H7B"
"337177","miR-93-5p","SKA2"
"337178","miR-93-5p","ALG13"
"337179","miR-93-5p","MIER3"
"337180","miR-93-5p","TMEM64"
"337181","miR-93-5p","TIMP3"
"337182","miR-93-5p","LUC7L3"
"337183","miR-93-5p","JAZF1"
"337184","miR-93-5p","ITGA2"
"337185","miR-93-5p","SGTB"
"337186","miR-93-5p","UBQLN2"
"337187","miR-93-5p","BAG5"
"337188","miR-93-5p","FAM59A"
"337189","miR-93-5p","AFG3L1"
"337190","miR-93-5p","FAM18B"
"337191","miR-93-5p","VRK1"
"337192","miR-93-5p","ZNF695"
"337193","miR-93-5p","PPP1R21"
"337194","miR-93-5p","NHLRC3"
"337195","miR-93-5p","SFRS12"
"337196","miR-93-5p","PTPN12"
"337197","miR-93-5p","PRDM8"
"337198","miR-93-5p","ZNF443"
"337199","miR-93-5p","ELAVL2"
"337200","miR-93-5p","DPP8"
"337201","miR-93-5p","MAL2"
"337202","miR-93-5p","CCNT2"
"337203","miR-93-5p","C16orf28"
"337204","miR-93-5p","MLL"
"337205","miR-93-5p","DCAF12"
"337206","miR-93-5p","TRUB1"
"337207","miR-93-5p","SLC30A7"
"337208","miR-93-5p","LRCH1"
"337209","miR-93-5p","SUFU"
"337210","miR-93-5p","CNOT7"
"337211","miR-93-5p","CDK5R1"
"337212","miR-93-5p","TMEM167A"
"337213","miR-93-5p","SKI"
"337214","miR-93-5p","KIAA1324"
"337215","miR-93-5p","HP1BP3"
"337216","miR-93-5p","MON1B"
"337217","miR-93-5p","PLEKHO2"
"337218","miR-93-5p","MAP4K5"
"337219","miR-93-5p","SNORA27"
"337220","miR-93-5p","ACBD5"
"337221","miR-93-5p","CTSS"
"337222","miR-93-5p","POLQ"
"337223","miR-93-5p","ITPRIPL2"
"337224","miR-93-5p","CLOCK"
"337225","miR-93-5p","SENP5"
"337226","miR-93-5p","RFC3"
"337227","miR-93-5p","ZDHHC6"
"337228","miR-93-5p","MFHAS1"
"337229","miR-93-5p","SLC27A2"
"337230","miR-93-5p","PDSS2"
"337231","miR-93-5p","TLE4"
"337232","miR-93-5p","TYRP1"
"337233","miR-93-5p","GDF11"
"337234","miR-93-5p","BRP44L"
"337235","miR-93-5p","SLC2A12"
"337236","miR-93-5p","SNX9"
"337237","miR-93-5p","SCAMP2"
"337238","miR-93-5p","WDR42A"
"337239","miR-93-5p","RYBP"
"337240","miR-93-5p","C18orf25"
"337241","miR-93-5p","NIPA1"
"337242","miR-93-5p","KAT2B"
"337243","miR-93-5p","EPHA4"
"337244","miR-93-5p","EREG"
"337245","miR-93-5p","PPP1R12B"
"337246","miR-93-5p","TMEM127"
"337247","miR-93-5p","OSMR"
"337248","miR-93-5p","RHOU"
"337249","miR-93-5p","LOC84856"
"337250","miR-93-5p","C8orf4"
"337251","miR-93-5p","MYO5B"
"337252","miR-93-5p","MGAT2"
"337253","miR-93-5p","ARID4B"
"337254","miR-93-5p","AURKA"
"337255","miR-93-5p","ATP6V1A"
"337256","miR-93-5p","DARS"
"337257","miR-93-5p","SSH1"
"337258","miR-93-5p","PIP5K3"
"337259","miR-93-5p","TBX3"
"337260","miR-93-5p","MYO19"
"337261","miR-93-5p","SNX21"
"337262","miR-93-5p","ECE1"
"337263","miR-93-5p","C20orf103"
"337264","miR-93-5p","ATP11A"
"337265","miR-93-5p","PAIP1"
"337266","miR-93-5p","C14orf145"
"337267","miR-93-5p","PEAK1"
"337268","miR-93-5p","MTERFD2"
"337269","miR-93-5p","ZNF248"
"337270","miR-93-5p","STAT3"
"337271","miR-93-5p","SCARB2"
"337272","miR-93-5p","C15orf42"
"337273","miR-93-5p","PRDM12"
"337274","miR-93-5p","ATL2"
"337275","miR-93-5p","NCOA1"
"337276","miR-93-5p","TIGD7"
"337277","miR-93-5p","PAFAH2"
"337278","miR-93-5p","DEADC1"
"337279","miR-93-5p","RAD17"
"337280","miR-93-5p","HPS5"
"337281","miR-93-5p","PCBP2"
"337282","miR-93-5p","MAPK14"
"337283","miR-93-5p","EHBP1"
"337284","miR-93-5p","NBEAL1"
"337285","miR-93-5p","ERG"
"337286","miR-93-5p","UBE2E1"
"337287","miR-93-5p","TPX2"
"337288","miR-93-5p","SRSF12"
"337289","miR-93-5p","PDE12"
"337290","miR-93-5p","FLJ38973"
"337291","miR-93-5p","PERQ1"
"337292","miR-93-5p","HNRNPA2B1"
"337293","miR-93-5p","ANKRD33B"
"337294","miR-93-5p","SERTAD2"
"337295","miR-93-5p","THRA"
"337296","miR-93-5p","TIPIN"
"337297","miR-93-5p","ALDH9A1"
"337298","miR-93-5p","MTERFD1"
"337299","miR-93-5p","ASB6"
"337300","miR-93-5p","SERF1A"
"337301","miR-93-5p","STRN3"
"337302","miR-93-5p","USP46"
"337303","miR-93-5p","ACTR1A"
"337304","miR-93-5p","RASL11B"
"337305","miR-93-5p","HTRA2"
"337306","miR-93-5p","ACADSB"
"337307","miR-93-5p","F2R"
"337308","miR-93-5p","CIB2"
"337309","miR-93-5p","SUMO1"
"337310","miR-93-5p","KAZ"
"337311","miR-93-5p","RNF6"
"337312","miR-93-5p","C9orf114"
"337313","miR-93-5p","MGC22014"
"337314","miR-93-5p","FOXC1"
"337315","miR-93-5p","PPM1G"
"337316","miR-93-5p","TCFL5"
"337317","miR-93-5p","CDH24"
"337318","miR-93-5p","MARCH5"
"337319","miR-93-5p","VLDLR"
"337320","miR-93-5p","EPM2A"
"337321","miR-93-5p","ZNF800"
"337322","miR-93-5p","COMMD10"
"337323","miR-93-5p","BVES"
"337324","miR-93-5p","ZNF239"
"337325","miR-93-5p","TGFB1I1"
"337326","miR-93-5p","FOXA1"
"337327","miR-93-5p","LMNB1"
"337328","miR-93-5p","OLA1"
"337329","miR-93-5p","KDM6B"
"337330","miR-93-5p","CCDC14"
"337331","miR-93-5p","TGFBI"
"337332","miR-93-5p","L3MBTL"
"337333","miR-93-5p","SORL1"
"337334","miR-93-5p","SAFB2"
"337335","miR-93-5p","FAM177A1"
"337336","miR-93-5p","CPEB3"
"337337","miR-93-5p","SLC7A2"
"337338","miR-93-5p","ANTXR2"
"337339","miR-93-5p","ZNF638"
"337340","miR-93-5p","ZDHHC9"
"337341","miR-93-5p","ARHGEF3"
"337342","miR-93-5p","MAST2"
"337343","miR-93-5p","KBTBD8"
"337344","miR-93-5p","ZNF671"
"337345","miR-93-5p","TMCC3"
"337346","miR-93-5p","AGTPBP1"
"337347","miR-93-5p","B4GALT5"
"337348","miR-93-5p","ARHGAP11B"
"337349","miR-93-5p","NIPAL4"
"337350","miR-93-5p","CDC123"
"337351","miR-93-5p","UBN2"
"337352","miR-93-5p","FOLR1"
"337353","miR-93-5p","ZXDA"
"337354","miR-93-5p","PDGFB"
"337355","miR-93-5p","ORMDL3"
"337356","miR-93-5p","CCDC68"
"337357","miR-93-5p","ARHGAP12"
"337358","miR-93-5p","CDKN2C"
"337359","miR-93-5p","BUB1"
"337360","miR-93-5p","SLAIN1"
"337361","miR-93-5p","GNL3L"
"337362","miR-93-5p","KIAA0240"
"337363","miR-93-5p","KRT10"
"337364","miR-93-5p","SRRM2"
"337365","miR-93-5p","ZNF140"
"337366","miR-93-5p","SERPINB8"
"337367","miR-93-5p","BTBD7"
"337368","miR-93-5p","UTRN"
"337369","miR-93-5p","MED7"
"337370","miR-93-5p","ZADH2"
"337371","miR-93-5p","ATG14"
"337372","miR-93-5p","GORAB"
"337373","miR-93-5p","DNAJC27"
"337374","miR-93-5p","CREB5"
"337375","miR-93-5p","ATP6V0E"
"337376","miR-93-5p","GRK5"
"337377","miR-93-5p","ETF1"
"337378","miR-93-5p","DYNLT1"
"337379","miR-93-5p","MFN1"
"337380","miR-93-5p","HEATR2"
"337381","miR-93-5p","NPAT"
"337382","miR-93-5p","C7orf49"
"337383","miR-93-5p","ZNF367"
"337384","miR-93-5p","ATF7"
"337385","miR-93-5p","WAPAL"
"337386","miR-93-5p","THSD3"
"337387","miR-93-5p","TNRC6B"
"337388","miR-93-5p","ZBTB33"
"337389","miR-93-5p","COMMD6"
"337390","miR-93-5p","TTPAL"
"337391","miR-93-5p","PRKCI"
"337392","miR-93-5p","ATG2B"
"337393","miR-93-5p","WHSC1"
"337394","miR-93-5p","RNF128"
"337395","miR-93-5p","ZFAND6"
"337396","miR-93-5p","TSKU"
"337398","miR-93-5p","SYT7"
"337399","miR-93-5p","GXYLT1"
"337400","miR-93-5p","MAPK8IP3"
"337401","miR-93-5p","ZNF697"
"337402","miR-93-5p","ZNF180"
"337403","miR-93-5p","C10orf47"
"337404","miR-93-5p","SUV420H1"
"337405","miR-93-5p","PCDHA5"
"337406","miR-93-5p","UBQLN4"
"337407","miR-93-5p","CASP2"
"337408","miR-93-5p","PAK1IP1"
"337409","miR-93-5p","PANX1"
"337410","miR-93-5p","HDHD1A"
"337411","miR-93-5p","MORF4L1"
"337412","miR-93-5p","CITED4"
"337413","miR-93-5p","ARL16"
"337414","miR-93-5p","ACAP2"
"337415","miR-93-5p","MARCH6"
"337416","miR-93-5p","BTBD5"
"337417","miR-93-5p","FLJ10159"
"337418","miR-93-5p","ZNF484"
"337419","miR-93-5p","CAMK2N2"
"337420","miR-93-5p","ILDR1"
"337421","miR-93-5p","ANKRD57"
"337422","miR-93-5p","S1PR1"
"337423","miR-93-5p","SLC22A3"
"337424","miR-93-5p","FAM57A"
"337425","miR-93-5p","SLC25A13"
"337426","miR-93-5p","EML4"
"337427","miR-93-5p","DPM2"
"337428","miR-93-5p","MAP3K1"
"337429","miR-93-5p","UEVLD"
"337430","miR-93-5p","CD47"
"337431","miR-93-5p","SOCS3"
"337432","miR-93-5p","REEP5"
"337434","miR-93-5p","WDR47"
"337435","miR-93-5p","FAM60A"
"337436","miR-93-5p","ARMCX1"
"337437","miR-93-5p","UST"
"337438","miR-93-5p","UPF3A"
"337439","miR-93-5p","IL8"
"337440","miR-93-5p","AP4E1"
"337441","miR-93-5p","KIAA0947"
"337442","miR-93-5p","ACVR1B"
"337443","miR-93-5p","CTDSPL2"
"337444","miR-93-5p","C6orf120"
"337445","miR-93-5p","CROCCL1"
"337446","miR-93-5p","PHC3"
"337447","miR-93-5p","KCNH5"
"337448","miR-93-5p","C1orf77"
"337449","miR-93-5p","TMEM43"
"337450","miR-93-5p","GZF1"
"337451","miR-93-5p","MTMR4"
"337452","miR-93-5p","SCHIP1"
"337453","miR-93-5p","YY1"
"337454","miR-93-5p","STX3"
"337455","miR-93-5p","PURA"
"337456","miR-93-5p","SLC29A2"
"337457","miR-93-5p","INPP5F"
"337458","miR-93-5p","SEMA7A"
"337459","miR-93-5p","RHOC"
"337460","miR-93-5p","HOXA13"
"337461","miR-93-5p","ASF1B"
"337462","miR-93-5p","WIPF1"
"337463","miR-93-5p","C8orf34"
"337464","miR-93-5p","BBX"
"337465","miR-93-5p","DMRTA2"
"337466","miR-93-5p","SQLE"
"337467","miR-93-5p","BICD1"
"337468","miR-93-5p","SAMD12"
"337469","miR-93-5p","MFAP3L"
"337470","miR-93-5p","DOCK9"
"337471","miR-93-5p","ZNF566"
"337472","miR-93-5p","E2F3"
"337473","miR-93-5p","LOC153222"
"337474","miR-93-5p","MED13"
"337475","miR-93-5p","RAB40B"
"337476","miR-93-5p","SOX4"
"337477","miR-93-5p","RAB23"
"337478","miR-93-5p","FNDC3A"
"337479","miR-93-5p","SATB2"
"337480","miR-93-5p","PCDHA6"
"337481","miR-93-5p","ANUBL1"
"337482","miR-93-5p","DCAF8"
"337483","miR-93-5p","HNRNPH3"
"337484","miR-93-5p","USP47"
"337485","miR-93-5p","TEX2"
"337486","miR-93-5p","TK1"
"337487","miR-93-5p","RBM15"
"337488","miR-93-5p","PDGFD"
"337489","miR-93-5p","SIRT3"
"337490","miR-93-5p","SMAD5"
"337491","miR-93-5p","WNK1"
"337492","miR-93-5p","SRGAP1"
"337493","miR-93-5p","NPC1"
"337494","miR-93-5p","SMAD7"
"337495","miR-93-5p","PAQR3"
"337496","miR-93-5p","IGFBP7"
"337497","miR-93-5p","HS2ST1"
"337498","miR-93-5p","CYB561D1"
"337499","miR-93-5p","ZBTB6"
"337500","miR-93-5p","USP12"
"337501","miR-93-5p","PAFAH1B2"
"337502","miR-93-5p","PHF14"
"337503","miR-93-5p","BAZ2B"
"337504","miR-93-5p","SLC12A3"
"337505","miR-93-5p","TBCEL"
"337506","miR-93-5p","IRF2"
"337507","miR-93-5p","HMGN3"
"337508","miR-93-5p","KPNA3"
"337509","miR-93-5p","CMPK"
"337510","miR-93-5p","ACVR1"
"337511","miR-93-5p","KANK1"
"337512","miR-93-5p","MCC"
"337513","miR-93-5p","RAET1E"
"337514","miR-93-5p","HAUS8"
"337515","miR-93-5p","MIR20A"
"337516","miR-93-5p","DIP2A"
"337517","miR-93-5p","ZNF276"
"337518","miR-93-5p","PPP6C"
"337519","miR-93-5p","VPS13C"
"337520","miR-93-5p","LOC129285"
"337521","miR-93-5p","ARID4A"
"337522","miR-93-5p","PIGA"
"337523","miR-93-5p","SUMF1"
"337524","miR-93-5p","ITSN2"
"337525","miR-93-5p","IQSEC1"
"337526","miR-93-5p","SIKE"
"337527","miR-93-5p","DUSP22"
