"","miRNA","mRNA"
"1","miR-200b-3p","DEK"
"2","miR-200b-3p","PELO"
"3","miR-200b-3p","FBN2"
"4","miR-200b-3p","MAN2A1"
"5","miR-200b-3p","RNF160"
"6","miR-200b-3p","SEC24A"
"7","miR-200b-3p","RSRC2"
"8","miR-200b-3p","RCCD1"
"9","miR-200b-3p","ICK"
"10","miR-200b-3p","ASXL1"
"11","miR-200b-3p","GIGYF1"
"12","miR-200b-3p","TRIM52"
"13","miR-200b-3p","NPTX1"
"14","miR-200b-3p","UBLCP1"
"15","miR-200b-3p","DPY19L1"
"16","miR-200b-3p","LYPLA2"
"17","miR-200b-3p","EIF2S1"
"18","miR-200b-3p","HERC2"
"19","miR-200b-3p","IFT88"
"20","miR-200b-3p","MTF2"
"21","miR-200b-3p","BTBD1"
"22","miR-200b-3p","CASC4"
"23","miR-200b-3p","C15orf61"
"24","miR-200b-3p","SUPT3H"
"25","miR-200b-3p","WDR17"
"26","miR-200b-3p","GMFB"
"27","miR-200b-3p","CPT1A"
"28","miR-200b-3p","PKD1"
"29","miR-200b-3p","C10orf6"
"30","miR-200b-3p","CASP3"
"31","miR-200b-3p","PPM1D"
"32","miR-200b-3p","CUX1"
"33","miR-200b-3p","DDIT4"
"34","miR-200b-3p","RECK"
"35","miR-200b-3p","IL6ST"
"36","miR-200b-3p","LIG4"
"37","miR-200b-3p","STK10"
"38","miR-200b-3p","FAM105B"
"39","miR-200b-3p","SWAP70"
"40","miR-200b-3p","CBL"
"41","miR-200b-3p","IFNGR2"
"42","miR-200b-3p","PTBP1"
"43","miR-200b-3p","FLJ20232"
"44","miR-200b-3p","TRIO"
"45","miR-200b-3p","DDX3Y"
"46","miR-200b-3p","NACC2"
"47","miR-200b-3p","HMGB2"
"48","miR-200b-3p","PAPOLA"
"49","miR-200b-3p","FKBP9L"
"50","miR-200b-3p","CEP97"
"51","miR-200b-3p","MREG"
"52","miR-200b-3p","ZEB2"
"53","miR-200b-3p","GALNT2"
"54","miR-200b-3p","STK17A"
"55","miR-200b-3p","TTF2"
"56","miR-200b-3p","GATAD1"
"57","miR-200b-3p","PPP1R12A"
"58","miR-200b-3p","R3HDM2"
"59","miR-200b-3p","ARIH1"
"60","miR-200b-3p","PPARA"
"61","miR-200b-3p","ORC2L"
"62","miR-200b-3p","RPL36A-HNRNPH2"
"63","miR-200b-3p","FAM127A"
"64","miR-200b-3p","RICTOR"
"65","miR-200b-3p","MPDZ"
"66","miR-200b-3p","RFXDC2"
"67","miR-200b-3p","DOT1L"
"68","miR-200b-3p","FAM133A"
"69","miR-200b-3p","KIAA1432"
"70","miR-200b-3p","BTF3L4"
"71","miR-200b-3p","LHFPL2"
"72","miR-200b-3p","MEX3C"
"73","miR-200b-3p","PLXNA2"
"74","miR-200b-3p","L3MBTL3"
"75","miR-200b-3p","ZC3H11A"
"76","miR-200b-3p","EXOSC3"
"77","miR-200b-3p","SERINC3"
"78","miR-200b-3p","PDS5B"
"79","miR-200b-3p","UBE1L2"
"80","miR-200b-3p","PPM1B"
"81","miR-200b-3p","ZNF267"
"82","miR-200b-3p","HNRNPD"
"83","miR-200b-3p","EIF4A1"
"84","miR-200b-3p","COPA"
"85","miR-200b-3p","CSF1"
"86","miR-200b-3p","TMEM192"
"87","miR-200b-3p","LYPD6"
"88","miR-200b-3p","TRAF6"
"89","miR-200b-3p","MS4A1"
"90","miR-200b-3p","LCOR"
"91","miR-200b-3p","DLEU1"
"92","miR-200b-3p","TAX1BP1"
"93","miR-200b-3p","ANKRD52"
"94","miR-200b-3p","ENOPH1"
"95","miR-200b-3p","TPP2"
"96","miR-200b-3p","TIMP2"
"97","miR-200b-3p","TARDBP"
"98","miR-200b-3p","ACVR2A"
"99","miR-200b-3p","ZFP36L2"
"100","miR-200b-3p","ABHD10"
"101","miR-200b-3p","COL4A3"
"102","miR-200b-3p","CDC73"
"103","miR-200b-3p","SACM1L"
"104","miR-200b-3p","RBFOX2"
"105","miR-200b-3p","TMEM188"
"106","miR-200b-3p","TUBD1"
"107","miR-200b-3p","RAD51AP1"
"108","miR-200b-3p","TMEM57"
"109","miR-200b-3p","MARK1"
"110","miR-200b-3p","MATR3"
"111","miR-200b-3p","TRIM23"
"112","miR-200b-3p","MAP3K5"
"113","miR-200b-3p","WRNIP1"
"114","miR-200b-3p","ZNF302"
"115","miR-200b-3p","LOC100129196"
"116","miR-200b-3p","FBXL17"
"117","miR-200b-3p","NHSL1"
"118","miR-200b-3p","GAB1"
"119","miR-200b-3p","EIF2B1"
"120","miR-200b-3p","HNRPH1"
"121","miR-200b-3p","C11orf61"
"122","miR-200b-3p","SON"
"123","miR-200b-3p","BICD2"
"124","miR-200b-3p","CMTM1"
"125","miR-200b-3p","FAM149B1"
"126","miR-200b-3p","C1orf25"
"127","miR-200b-3p","KCTD2"
"128","miR-200b-3p","ANKRD28"
"129","miR-200b-3p","IMMP2L"
"130","miR-200b-3p","C10orf56"
"131","miR-200b-3p","PLCG1"
"132","miR-200b-3p","PRKAB2"
"133","miR-200b-3p","TMEM161B"
"134","miR-200b-3p","BHLHB5"
"135","miR-200b-3p","MCFD2"
"136","miR-200b-3p","ADAMTS1"
"137","miR-200b-3p","TMEM49"
"138","miR-200b-3p","USP42"
"139","miR-200b-3p","UBE2B"
"140","miR-200b-3p","PNRC2"
"141","miR-200b-3p","CTSC"
"142","miR-200b-3p","LASS6"
"143","miR-200b-3p","SESN1"
"144","miR-200b-3p","CITED2"
"145","miR-200b-3p","FXR2"
"146","miR-200b-3p","SCML1"
"147","miR-200b-3p","SH3BGRL"
"148","miR-200b-3p","RLF"
"149","miR-200b-3p","FOXK1"
"150","miR-200b-3p","SGEF"
"151","miR-200b-3p","C9orf41"
"152","miR-200b-3p","NPTN"
"153","miR-200b-3p","C14orf129"
"154","miR-200b-3p","LRIG1"
"155","miR-200b-3p","IKBIP"
"156","miR-200b-3p","KIAA0256"
"157","miR-200b-3p","DCBLD2"
"158","miR-200b-3p","ARID1B"
"159","miR-200b-3p","ELOVL6"
"160","miR-200b-3p","STK17B"
"161","miR-200b-3p","KCTD12"
"162","miR-200b-3p","ZNF260"
"163","miR-200b-3p","SPIN1"
"164","miR-200b-3p","ARL5A"
"165","miR-200b-3p","N4BP2"
"166","miR-200b-3p","ADCY7"
"167","miR-200b-3p","STRN"
"168","miR-200b-3p","STK4"
"169","miR-200b-3p","PPP3CB"
"170","miR-200b-3p","ITGB3"
"171","miR-200b-3p","ING2"
"172","miR-200b-3p","STIM2"
"173","miR-200b-3p","UBQLN1"
"174","miR-200b-3p","C1orf124"
"175","miR-200b-3p","NRAS"
"176","miR-200b-3p","XIAP"
"177","miR-200b-3p","PLDN"
"178","miR-200b-3p","PTPN14"
"179","miR-200b-3p","TMTC3"
"180","miR-200b-3p","DNAJB9"
"181","miR-200b-3p","FBXW11"
"182","miR-200b-3p","MGEA5"
"183","miR-200b-3p","CHORDC1"
"184","miR-200b-3p","CDC42SE1"
"185","miR-200b-3p","SYDE2"
"186","miR-200b-3p","YME1L1"
"187","miR-200b-3p","PIGP"
"188","miR-200b-3p","PPP2R1B"
"189","miR-200b-3p","C9orf16"
"190","miR-200b-3p","FUNDC1"
"191","miR-200b-3p","ACPL2"
"192","miR-200b-3p","TSPAN13"
"193","miR-200b-3p","ACY1L2"
"194","miR-200b-3p","EID1"
"195","miR-200b-3p","KDM4A"
"196","miR-200b-3p","NCAPG2"
"197","miR-200b-3p","OTUD6B"
"198","miR-200b-3p","NFIB"
"199","miR-200b-3p","TNPO1"
"200","miR-200b-3p","HNRNPH1"
"201","miR-200b-3p","SOS2"
"202","miR-200b-3p","FGF9"
"203","miR-200b-3p","SLTM"
"204","miR-200b-3p","SLC25A30"
"205","miR-200b-3p","SUZ12"
"206","miR-200b-3p","GSTCD"
"207","miR-200b-3p","BUB1B"
"208","miR-200b-3p","CNIH4"
"209","miR-200b-3p","ARL6IP6"
"210","miR-200b-3p","TBP"
"211","miR-200b-3p","MYLK"
"212","miR-200b-3p","FAM179B"
"213","miR-200b-3p","TMX1"
"214","miR-200b-3p","BAGE"
"215","miR-200b-3p","KIF23"
"216","miR-200b-3p","SSR3"
"217","miR-200b-3p","NOG"
"218","miR-200b-3p","EID2B"
"219","miR-200b-3p","HNRPLL"
"220","miR-200b-3p","LCLAT1"
"221","miR-200b-3p","SERPINE2"
"222","miR-200b-3p","MBTPS2"
"223","miR-200b-3p","GTF2H2B"
"224","miR-200b-3p","CCNL1"
"225","miR-200b-3p","ZNF529"
"226","miR-200b-3p","CRKL"
"227","miR-200b-3p","TMEM185B"
"228","miR-200b-3p","TMEM56"
"229","miR-200b-3p","REV1L"
"230","miR-200b-3p","ZBTB44"
"231","miR-200b-3p","RNF170"
"232","miR-200b-3p","GALNT3"
"233","miR-200b-3p","ITFG1"
"234","miR-200b-3p","PARP8"
"235","miR-200b-3p","FEZ2"
"236","miR-200b-3p","AKTIP"
"237","miR-200b-3p","TOB1"
"238","miR-200b-3p","USP6NL"
"239","miR-200b-3p","PPP4R2"
"240","miR-200b-3p","TRIM4"
"241","miR-200b-3p","SEPT11"
"242","miR-200b-3p","ARID2"
"243","miR-200b-3p","FLJ40432"
"244","miR-200b-3p","HIPK1"
"245","miR-200b-3p","TMEM129"
"246","miR-200b-3p","ENPP2"
"247","miR-200b-3p","RUNX1"
"248","miR-200b-3p","AMOTL2"
"249","miR-200b-3p","ZDHHC23"
"250","miR-200b-3p","ZNF548"
"251","miR-200b-3p","OAZ2"
"252","miR-200b-3p","TGFBR3"
"253","miR-200b-3p","DHX36"
"254","miR-200b-3p","CHMP2B"
"255","miR-200b-3p","CBX5"
"256","miR-200b-3p","VEZF1"
"257","miR-200b-3p","C4orf27"
"258","miR-200b-3p","LY75"
"259","miR-200b-3p","SNX30"
"260","miR-200b-3p","SLC39A14"
"261","miR-200b-3p","HOXA5"
"262","miR-200b-3p","UBE2D1"
"263","miR-200b-3p","FOXF1"
"264","miR-200b-3p","FBXW7"
"265","miR-200b-3p","SNORD45A"
"266","miR-200b-3p","KIDINS220"
"267","miR-200b-3p","KLF3"
"268","miR-200b-3p","HMG20A"
"269","miR-200b-3p","PPTC7"
"270","miR-200b-3p","ALDH1A1"
"271","miR-200b-3p","ITM2B"
"272","miR-200b-3p","BASP1"
"273","miR-200b-3p","GPATCH8"
"274","miR-200b-3p","ZFX"
"275","miR-200b-3p","RTN4"
"276","miR-200b-3p","SEMA6D"
"277","miR-200b-3p","UHRF1BP1"
"278","miR-200b-3p","SIX1"
"279","miR-200b-3p","ARHGAP18"
"280","miR-200b-3p","TMEM14A"
"281","miR-200b-3p","DCAF7"
"282","miR-200b-3p","CCDC43"
"283","miR-200b-3p","PPP1R9A"
"284","miR-200b-3p","ING3"
"285","miR-200b-3p","SGMS1"
"286","miR-200b-3p","RPS6KA2"
"287","miR-200b-3p","PPP1R2"
"288","miR-200b-3p","TMEM167B"
"289","miR-200b-3p","OTUD4"
"290","miR-200b-3p","KIAA0553"
"291","miR-200b-3p","ZMAT3"
"292","miR-200b-3p","CKAP4"
"293","miR-200b-3p","ANKRD40"
"294","miR-200b-3p","RAB27A"
"295","miR-200b-3p","SCD"
"296","miR-200b-3p","FUT4"
"297","miR-200b-3p","NUP160"
"298","miR-200b-3p","PFKP"
"299","miR-200b-3p","KIAA1033"
"300","miR-200b-3p","TMEM170A"
"301","miR-200b-3p","SEMA3F"
"302","miR-200b-3p","SMARCA1"
"303","miR-200b-3p","ZNF532"
"304","miR-200b-3p","KIF11"
"305","miR-200b-3p","DDX3X"
"306","miR-200b-3p","MCM3APAS"
"307","miR-200b-3p","ARSJ"
"308","miR-200b-3p","TBK1"
"309","miR-200b-3p","NIPBL"
"310","miR-200b-3p","FRYL"
"311","miR-200b-3p","ANLN"
"312","miR-200b-3p","CHURC1"
"313","miR-200b-3p","KLHL3"
"314","miR-200b-3p","C1orf55"
"315","miR-200b-3p","NAPB"
"316","miR-200b-3p","C17orf48"
"317","miR-200b-3p","ERP29"
"318","miR-200b-3p","PCDH7"
"319","miR-200b-3p","PGAM1"
"320","miR-200b-3p","TMEM165"
"321","miR-200b-3p","NFKB1"
"322","miR-200b-3p","KIAA1370"
"323","miR-200b-3p","HNRNPH2"
"324","miR-200b-3p","CHMP5"
"325","miR-200b-3p","DTNA"
"326","miR-200b-3p","SERINC1"
"327","miR-200b-3p","TRAPPC6B"
"328","miR-200b-3p","EIF4EBP2"
"329","miR-200b-3p","SERAC1"
"330","miR-200b-3p","GRB10"
"331","miR-200b-3p","FRMD6"
"332","miR-200b-3p","PPPDE2"
"333","miR-200b-3p","SMC4"
"334","miR-200b-3p","ZNF200"
"335","miR-200b-3p","VPS29"
"336","miR-200b-3p","VTI1B"
"337","miR-200b-3p","YES1"
"338","miR-200b-3p","ZNF362"
"339","miR-200b-3p","LIN7C"
"340","miR-200b-3p","DDX1"
"341","miR-200b-3p","SFRS11"
"342","miR-200b-3p","ZMYM2"
"343","miR-200b-3p","CALU"
"344","miR-200b-3p","FXR1"
"345","miR-200b-3p","ACER3"
"346","miR-200b-3p","ERI1"
"347","miR-200b-3p","LIN7B"
"348","miR-200b-3p","USP14"
"349","miR-200b-3p","PLCL2"
"350","miR-200b-3p","ARPC5"
"351","miR-200b-3p","PDCD10"
"352","miR-200b-3p","GCNT2"
"353","miR-200b-3p","FAM80B"
"354","miR-200b-3p","NUP62CL"
"355","miR-200b-3p","HIVEP2"
"356","miR-200b-3p","ZNF148"
"357","miR-200b-3p","SFRS2IP"
"358","miR-200b-3p","KIAA0152"
"359","miR-200b-3p","ATP2A2"
"360","miR-200b-3p","PLCB4"
"361","miR-200b-3p","KLHL22"
"362","miR-200b-3p","NCEH1"
"363","miR-200b-3p","C1orf22"
"364","miR-200b-3p","PLS1"
"365","miR-200b-3p","SNX25"
"366","miR-200b-3p","COIL"
"367","miR-200b-3p","LSM14A"
"368","miR-200b-3p","TJAP1"
"369","miR-200b-3p","PMAIP1"
"370","miR-200b-3p","RAD18"
"371","miR-200b-3p","GGA3"
"372","miR-200b-3p","SH3GL1"
"373","miR-200b-3p","TMEM126B"
"374","miR-200b-3p","OSGEPL1"
"375","miR-200b-3p","CDK14"
"376","miR-200b-3p","NNT"
"377","miR-200b-3p","ENPP4"
"378","miR-200b-3p","ASB13"
"379","miR-200b-3p","NBR1"
"380","miR-200b-3p","CCDC109A"
"381","miR-200b-3p","GPR137C"
"382","miR-200b-3p","PPP2R5E"
"383","miR-200b-3p","SLK"
"384","miR-200b-3p","THOC7"
"385","miR-200b-3p","PSEN1"
"386","miR-200b-3p","SYVN1"
"387","miR-200b-3p","UBE2A"
"388","miR-200b-3p","TMEM25"
"389","miR-200b-3p","KBTBD2"
"390","miR-200b-3p","SC5DL"
"391","miR-200b-3p","SMYD2"
"392","miR-200b-3p","IRS2"
"393","miR-200b-3p","KIF13A"
"394","miR-200b-3p","HNRNPU"
"395","miR-200b-3p","NDNL2"
"396","miR-200b-3p","CHCHD8"
"397","miR-200b-3p","RNF220"
"398","miR-200b-3p","IKBKB"
"399","miR-200b-3p","CSS3"
"400","miR-200b-3p","HCFC2"
"401","miR-200b-3p","ZNF292"
"402","miR-200b-3p","GFI1"
"403","miR-200b-3p","RECQL"
"404","miR-200b-3p","RPRD2"
"405","miR-200b-3p","P4HB"
"406","miR-200b-3p","FAM126B"
"407","miR-200b-3p","DECR1"
"408","miR-200b-3p","COX17"
"409","miR-200b-3p","SLC12A2"
"410","miR-200b-3p","PSD3"
"411","miR-200b-3p","NEDD4L"
"412","miR-200b-3p","PSIP1"
"413","miR-200b-3p","PBX3"
"414","miR-200b-3p","NAB1"
"415","miR-200b-3p","STARD13"
"416","miR-200b-3p","ITGA1"
"417","miR-200b-3p","PTCH1"
"418","miR-200b-3p","POLR2G"
"419","miR-200b-3p","SPRY4"
"420","miR-200b-3p","MBNL1"
"421","miR-200b-3p","EIF1AX"
"422","miR-200b-3p","GSN"
"423","miR-200b-3p","ZNF605"
"424","miR-200b-3p","SRSF2"
"425","miR-200b-3p","RPS6KA3"
"426","miR-200b-3p","REV3L"
"427","miR-200b-3p","UGCG"
"428","miR-200b-3p","DYRK4"
"429","miR-200b-3p","CS"
"430","miR-200b-3p","AHR"
"431","miR-200b-3p","IREB2"
"432","miR-200b-3p","MGC4268"
"433","miR-200b-3p","IDS"
"434","miR-200b-3p","HS3ST1"
"435","miR-200b-3p","CFL2"
"436","miR-200b-3p","RFX7"
"437","miR-200b-3p","SYNJ2BP"
"438","miR-200b-3p","TAF4"
"439","miR-200b-3p","C9orf40"
"440","miR-200b-3p","INTS2"
"441","miR-200b-3p","SRP9"
"442","miR-200b-3p","RPS6KB1"
"443","miR-200b-3p","WWC2"
"444","miR-200b-3p","KATNAL1"
"445","miR-200b-3p","AMFR"
"446","miR-200b-3p","TERF2IP"
"447","miR-200b-3p","HCCS"
"448","miR-200b-3p","SLC35B4"
"449","miR-200b-3p","PPFIA1"
"450","miR-200b-3p","LHFP"
"451","miR-200b-3p","DR1"
"452","miR-200b-3p","PPP2CA"
"453","miR-200b-3p","SP4"
"454","miR-200b-3p","PTPN2"
"455","miR-200b-3p","CAMSAP1L1"
"456","miR-200b-3p","FAM165B"
"457","miR-200b-3p","FAM83D"
"458","miR-200b-3p","EIF2S2"
"459","miR-200b-3p","TGIF1"
"460","miR-200b-3p","FADS1"
"461","miR-200b-3p","TTF1"
"462","miR-200b-3p","MDFIC"
"463","miR-200b-3p","BAP1"
"464","miR-200b-3p","STAG2"
"465","miR-200b-3p","STX17"
"466","miR-200b-3p","AKT1"
"467","miR-200b-3p","STAT5A"
"468","miR-200b-3p","LOC201725"
"469","miR-200b-3p","FAM178A"
"470","miR-200b-3p","WWC1"
"471","miR-200b-3p","PITX2"
"472","miR-200b-3p","OAT"
"473","miR-200b-3p","ZNF662"
"474","miR-200b-3p","GTF2E1"
"475","miR-200b-3p","EVI5"
"476","miR-200b-3p","ARMC9"
"477","miR-200b-3p","GLG1"
"478","miR-200b-3p","ZNF423"
"479","miR-200b-3p","MKRN1"
"480","miR-200b-3p","LMO7"
"481","miR-200b-3p","RNF4"
"482","miR-200b-3p","C16orf72"
"483","miR-200b-3p","EN2"
"484","miR-200b-3p","MAP1B"
"485","miR-200b-3p","PRDM13"
"486","miR-200b-3p","NPNT"
"487","miR-200b-3p","ZCCHC14"
"488","miR-200b-3p","AFTPH"
"489","miR-200b-3p","CYTH3"
"490","miR-200b-3p","PUM2"
"491","miR-200b-3p","NR4A2"
"492","miR-200b-3p","CYTH1"
"493","miR-200b-3p","SLC6A9"
"494","miR-200b-3p","LRRC8A"
"495","miR-200b-3p","MTAP"
"496","miR-200b-3p","TMPO"
"497","miR-200b-3p","ALDH1A3"
"498","miR-200b-3p","C22orf39"
"499","miR-200b-3p","ACOT7"
"500","miR-200b-3p","ELOVL5"
"501","miR-200b-3p","HLA-DQA1"
"502","miR-200b-3p","ERCC4"
"503","miR-200b-3p","APPL2"
"504","miR-200b-3p","C10orf46"
"505","miR-200b-3p","GPN3"
"506","miR-200b-3p","SGPP1"
"507","miR-200b-3p","MTAC2D1"
"508","miR-200b-3p","UBE2J1"
"509","miR-200b-3p","IP6K1"
"510","miR-200b-3p","PLS3"
"511","miR-200b-3p","KLHL14"
"512","miR-200b-3p","PACRGL"
"513","miR-200b-3p","FBXL3"
"514","miR-200b-3p","MAMLD1"
"515","miR-200b-3p","SDCCAG3"
"516","miR-200b-3p","PLOD2"
"517","miR-200b-3p","ELL"
"518","miR-200b-3p","RQCD1"
"519","miR-200b-3p","RAPGEF2"
"520","miR-200b-3p","CLASP2"
"521","miR-200b-3p","TSPAN12"
"522","miR-200b-3p","LOC677759"
"523","miR-200b-3p","COPS5"
"524","miR-200b-3p","TOPBP1"
"525","miR-200b-3p","CHD1"
"526","miR-200b-3p","SUZ12P"
"527","miR-200b-3p","SAPS1"
"528","miR-200b-3p","ZBTB5"
"529","miR-200b-3p","CRISPLD1"
"530","miR-200b-3p","SLC26A11"
"531","miR-200b-3p","YWHAG"
"532","miR-200b-3p","PLEKHA5"
"533","miR-200b-3p","C11orf95"
"534","miR-200b-3p","KIAA0182"
"535","miR-200b-3p","RAB5C"
"536","miR-200b-3p","ATRX"
"537","miR-200b-3p","FARP1"
"538","miR-200b-3p","CDC27"
"539","miR-200b-3p","RAB14"
"540","miR-200b-3p","EMP1"
"541","miR-200b-3p","FSD1L"
"542","miR-200b-3p","SUGT1"
"543","miR-200b-3p","KLF12"
"544","miR-200b-3p","ANP32B"
"545","miR-200b-3p","C5orf53"
"546","miR-200b-3p","NRBP1"
"547","miR-200b-3p","GOT1"
"548","miR-200b-3p","STC2"
"549","miR-200b-3p","NRP1"
"550","miR-200b-3p","ZRANB2"
"551","miR-200b-3p","TAF9"
"552","miR-200b-3p","PSCD1"
"553","miR-200b-3p","FZD6"
"554","miR-200b-3p","FYN"
"555","miR-200b-3p","NAA16"
"556","miR-200b-3p","ESPL1"
"557","miR-200b-3p","DDEF1"
"558","miR-200b-3p","MTSS1L"
"559","miR-200b-3p","LMAN1"
"560","miR-200b-3p","RPN2"
"561","miR-200b-3p","PUM1"
"562","miR-200b-3p","HRB"
"563","miR-200b-3p","C16orf52"
"564","miR-200b-3p","RNF217"
"565","miR-200b-3p","WDR36"
"566","miR-200b-3p","STK38L"
"567","miR-200b-3p","ZNF365"
"568","miR-200b-3p","ATF7IP"
"569","miR-200b-3p","LGALS8"
"570","miR-200b-3p","SPAG9"
"571","miR-200b-3p","ZBTB38"
"572","miR-200b-3p","LPIN1"
"573","miR-200b-3p","PRR14"
"574","miR-200b-3p","C6orf1"
"575","miR-200b-3p","SUPT4H1"
"576","miR-200b-3p","CECR2"
"577","miR-200b-3p","DCUN1D4"
"578","miR-200b-3p","ZNF236"
"579","miR-200b-3p","ZC3HAV1"
"580","miR-200b-3p","ATP6V1E1"
"581","miR-200b-3p","BCL6"
"582","miR-200b-3p","PTHLH"
"583","miR-200b-3p","CLIP1"
"584","miR-200b-3p","SEC23A"
"585","miR-200b-3p","LOC92154"
"586","miR-200b-3p","ST3GAL5"
"587","miR-200b-3p","APRIN"
"588","miR-200b-3p","MIB1"
"589","miR-200b-3p","CDYL"
"590","miR-200b-3p","STYX"
"591","miR-200b-3p","RAP1A"
"592","miR-200b-3p","RND3"
"593","miR-200b-3p","YWHAB"
"594","miR-200b-3p","IGSF3"
"595","miR-200b-3p","PHF10"
"596","miR-200b-3p","ANO6"
"597","miR-200b-3p","ZNF12"
"598","miR-200b-3p","AP3D1"
"599","miR-200b-3p","MTUS1"
"600","miR-200b-3p","PRRC2C"
"601","miR-200b-3p","ITM2A"
"602","miR-200b-3p","NANOS1"
"603","miR-200b-3p","KRAS"
"604","miR-200b-3p","JKAMP"
"605","miR-200b-3p","GLCCI1"
"606","miR-200b-3p","TXLNG"
"607","miR-200b-3p","ROD1"
"608","miR-200b-3p","NCS1"
"609","miR-200b-3p","RB1CC1"
"610","miR-200b-3p","HSPA9"
"611","miR-200b-3p","CDCA4"
"612","miR-200b-3p","TSC22D2"
"613","miR-200b-3p","RBM27"
"614","miR-200b-3p","PPP1R9B"
"615","miR-200b-3p","EIF4G2"
"616","miR-200b-3p","CCNE2"
"617","miR-200b-3p","GJC1"
"618","miR-200b-3p","CDC42EP3"
"619","miR-200b-3p","ZNF131"
"620","miR-200b-3p","TMEM68"
"621","miR-200b-3p","NOP56"
"622","miR-200b-3p","EPS8"
"623","miR-200b-3p","FAM107B"
"624","miR-200b-3p","C6orf134"
"625","miR-200b-3p","RHPN2"
"626","miR-200b-3p","WSB1"
"627","miR-200b-3p","HS6ST2"
"628","miR-200b-3p","BAG6"
"629","miR-200b-3p","CDC42SE2"
"630","miR-200b-3p","RRAS2"
"631","miR-200b-3p","AP1GBP1"
"632","miR-200b-3p","HNRNPK"
"633","miR-200b-3p","LYPLAL1"
"634","miR-200b-3p","FRS2"
"635","miR-200b-3p","C6orf48"
"636","miR-200b-3p","HNRNPA1"
"637","miR-200b-3p","RBPJ"
"638","miR-200b-3p","MORC4"
"639","miR-200b-3p","PPP3R1"
"640","miR-200b-3p","DNAJB6"
"641","miR-200b-3p","SPG20"
"642","miR-200b-3p","PAK2"
"643","miR-200b-3p","MAP4K4"
"644","miR-200b-3p","TMCC1"
"645","miR-200b-3p","CAPZA2"
"646","miR-200b-3p","SDCCAG8"
"647","miR-200b-3p","TGFBR2"
"648","miR-200b-3p","ADAM10"
"649","miR-200b-3p","DLL1"
"650","miR-200b-3p","UBAC2"
"651","miR-200b-3p","TBC1D15"
"652","miR-200b-3p","SYNM"
"653","miR-200b-3p","YTHDF2"
"654","miR-200b-3p","AGFG1"
"655","miR-200b-3p","CD58"
"656","miR-200b-3p","TROVE2"
"657","miR-200b-3p","SERF2"
"658","miR-200b-3p","ATP1B1"
"659","miR-200b-3p","NARG1L"
"660","miR-200b-3p","HSPA13"
"661","miR-200b-3p","MBNL2"
"662","miR-200b-3p","KIAA0423"
"663","miR-200b-3p","CAPRIN2"
"664","miR-200b-3p","DFFB"
"665","miR-200b-3p","FOXD1"
"666","miR-200b-3p","MAT2A"
"667","miR-200b-3p","CENPQ"
"668","miR-200b-3p","RNF103"
"669","miR-200b-3p","ROCK2"
"670","miR-200b-3p","FRMD4B"
"671","miR-200b-3p","RPS6KA4"
"672","miR-200b-3p","GNAS"
"673","miR-200b-3p","KIAA0776"
"674","miR-200b-3p","M6PR"
"675","miR-200b-3p","RALBP1"
"676","miR-200b-3p","C4orf46"
"677","miR-200b-3p","DYNC1LI1"
"678","miR-200b-3p","ZNF724P"
"679","miR-200b-3p","SLAMF7"
"680","miR-200b-3p","VEGF"
"681","miR-200b-3p","LAS1L"
"682","miR-200b-3p","RDX"
"683","miR-200b-3p","ARRDC3"
"684","miR-200b-3p","CYBRD1"
"685","miR-200b-3p","BRWD3"
"686","miR-200b-3p","DNAJC8"
"687","miR-200b-3p","ZNF585A"
"688","miR-200b-3p","TMEM55B"
"689","miR-200b-3p","ADCY9"
"690","miR-200b-3p","SCARA3"
"691","miR-200b-3p","RBM12B"
"692","miR-200b-3p","CHURC1-FNTB"
"693","miR-200b-3p","ABHD3"
"694","miR-200b-3p","CSNK1A1"
"695","miR-200b-3p","ATXN1"
"696","miR-200b-3p","RNF166"
"697","miR-200b-3p","BNIP3"
"698","miR-200b-3p","C9orf25"
"699","miR-200b-3p","ZNF395"
"700","miR-200b-3p","MOSPD2"
"701","miR-200b-3p","FAM35B"
"702","miR-200b-3p","KBTBD6"
"703","miR-200b-3p","SLC25A24"
"704","miR-200b-3p","NAP1L2"
"705","miR-200b-3p","VCPIP1"
"706","miR-200b-3p","C16orf69"
"707","miR-200b-3p","RABGGTB"
"708","miR-200b-3p","VGLL3"
"709","miR-200b-3p","GNB4"
"710","miR-200b-3p","ERC1"
"711","miR-200b-3p","JHDM1D"
"712","miR-200b-3p","POLK"
"713","miR-200b-3p","NRIP1"
"714","miR-200b-3p","FMR1"
"715","miR-200b-3p","KDM3A"
"716","miR-200b-3p","HNRPD"
"717","miR-200b-3p","TNFAIP3"
"718","miR-200b-3p","ZNF518A"
"719","miR-200b-3p","CHM"
"720","miR-200b-3p","PAPD4"
"721","miR-200b-3p","CNOT6"
"722","miR-200b-3p","FZD8"
"723","miR-200b-3p","KIAA0196"
"724","miR-200b-3p","APOLD1"
"725","miR-200b-3p","LYSMD4"
"726","miR-200b-3p","PALM2-AKAP2"
"727","miR-200b-3p","TBC1D23"
"728","miR-200b-3p","FLJ33814"
"729","miR-200b-3p","PPAP2B"
"730","miR-200b-3p","CERS6"
"731","miR-200b-3p","C21orf91"
"732","miR-200b-3p","ASCC3"
"733","miR-200b-3p","PRKRA"
"734","miR-200b-3p","CADM1"
"735","miR-200b-3p","USP25"
